Number,Trench,Level,Layer,General Unit,gou, Original Type,Gtype,Type,xold,yold,x,y,z,Altitude,Orientation_old,Orientation,Dip,Degree,max,Length,Width,Thickness,Weight,lwratio,Lgroup,Wgroup,New category,Technological category,Rock type,Row material,Weathering,Rounddegree,Roundness
T3:430,T3,26,4,,,B,B,B,102.75,99.92,808.097208,629.7196777,0.934891,934.891,261,81,81,44,,,,,,,,,B,,,,,,
T3:431,T3,26,4,,,B,B,B,102.76,99.96,808.0972433,629.7196989,0.934887,934.887,261,81,81,35,,,,,,,,,B,,,,,,
T3:432,T3,26,4,,,T,B,B,102.82,99.96,808.0972857,629.7196565,0.9349,934.9,,,,,,,,,,,,,B,,,,,,
T3:433,T3,26,4,,,B,B,B,102.84,100,808.0973282,629.7196706,0.93491,934.91,,,,,,,,,,,,,B,,,,,,
T3:434,T3,26,4,,,B,B,B,101.13,98.25,808.0948816,629.7196423,0.934903,934.903,207,27,,,,,,,,,,,B,,,,,,
T3:436,T3,26,4,,,B,B,B,101.72,98.25,808.0952988,629.7192251,0.934918,934.918,142,142,,,,,,,,,,,B,,,,,,
T3:439,T3,26,4,,,B,B,B,100.25,98.72,808.0945917,629.7205969,0.934917,934.917,106,106,106,16,,,,,,,,,B,,,,,,
T3:440,T3,26,4,,,B,B,B,100.23,98.06,808.0941109,629.7201444,0.934908,934.908,195,15,15,38,,,,,,,,,B,,,,,,
T3:441,T3,26,4,,,B,B,B,101.62,98.9,808.0956877,629.7197555,0.9349,934.9,,,,,,,,,,,,,B,,,,,,
T3:442,T3,26,4,,,B,B,B,102.2,97.15,808.0948604,629.7181079,0.934903,934.903,264,84,,,,,,,,,,,B,,,,,,
T3:443,T3,27,4,,,T,B,B,100.82,99.54,808.0955746,629.7207737,0.934845,934.845,164,84,,,,,,,,,,,B,,,,,,
T3:444,T3,27,4,,,T,B,B,100.56,99.58,808.095419,629.7209858,0.934846,934.846,114,114,,,,,,,,,,,B,,,,,,
T3:445,T3,27,4,,,B,B,B,101.98,99.88,808.0966352,629.7201939,0.93483,934.83,123,123,303,18,,,,,,,,,B,,,,,,
T3:446,T3,27,4,,,B,B,B,101.91,99.83,808.0965504,629.720208,0.934833,934.833,,,,,,,,,,,,,B,,,,,,
T3:447,T3,27,4,,,B,B,B,101.77,99.34,808.0961049,629.7199605,0.934829,934.829,123,123,123,16,,,,,,,,,B,,,,,,
T3:448,T3,27,4,,,B,B,B,101.63,99.77,808.0963099,629.7203636,0.93481,934.81,225,45,225,19,,,,,,,,,B,,,,,,
T3:449,T3,27,4,,,B,B,B,101.43,99.73,808.0961402,629.7204767,0.934798,934.798,210,30,290,70,,,,,,,,,B,,,,,,
T3:451,T3,27,4,,,B,B,B,101.16,99.41,808.095723,629.7204413,0.93482,934.82,215,35,215,10,,,,,,,,,B,,,,,,
T3:452,T3,27,4,,,B,B,B,101.15,99.52,808.0957938,629.7205262,0.93483,934.83,225,45,,,,,,,,,,,B,,,,,,
T3:455,T3,27,4,,,B,B,B,102.9,99.25,808.0968403,629.7190979,0.93487,934.87,136,136,220,38,,,,,,,,,B,,,,,,
T3:456,T3,27,4,,,B,B,B,102.9,99.92,808.097314,629.7195716,0.934863,934.863,,,,,,,,,,,,,B,,,,,,
T3:457,T3,27,4,,,B,B,B,102.81,99.91,808.0972433,629.7196282,0.93483,934.83,,,,,,,,,,,,,B,,,,,,
T3:458,T3,27,4,,,T,B,B,102.74,99.9,808.0971867,629.7196706,0.934856,934.856,,,,,,,,,,,,,B,,,,,,
T3:459,T3,27,4,,,B,B,B,102.76,99.91,808.097208,629.7196635,0.93485,934.85,185,5,5,20,,,,,,,,,B,,,,,,
T3:460,T3,27,4,,,B,B,B,102.77,99.95,808.0972433,629.7196847,0.934857,934.857,145,145,325,36,,,,,,,,,B,,,,,,
T3:461,T3,27,4,,,B,B,B,102.74,99.82,808.0971302,629.719614,0.93488,934.88,130,130,,,,,,,,,,,B,,,,,,
T3:462,T3,27,4,,,B,B,B,102.66,99.95,808.0971655,629.7197625,0.93485,934.85,133,133,133,12,,,,,,,,,B,,,,,,
T3:463,T3,27,4,,,B,B,B,102.63,99.65,808.0969322,629.7195716,0.934845,934.845,128,128,,,,,,,,,,,B,,,,,,
T3:464,T3,27,4,,,B,B,B,102.69,99.36,808.0967696,629.7193241,0.93484,934.84,122,122,,,,,,,,,,,B,,,,,,
T3:465,T3,27,4,,,B,B,B,102.56,99.08,808.0964796,629.7192181,0.934839,934.839,107,107,,,,,,,,,,,B,,,,,,
T3:466,T3,27,4,,,T,B,B,102.4,99.95,808.0969817,629.7199464,0.934863,934.863,168,168,,,,,,,,,,,B,,,,,,
T3:467,T3,27,4,,,B,B,B,102.74,99.88,808.0971726,629.7196565,0.934875,934.875,280,100,,,,,,,,,,,B,,,,,,
T3:469,T3,27,4,,,T,B,B,102.34,99.22,808.0964231,629.7194726,0.93485,934.85,215,35,,,,,,,,,,,B,,,,,,
T3:470,T3,27,4,,,B,B,B,103.85,99.93,808.0979928,629.7189069,0.93486,934.86,204,24,,,,,,,,,,,B,,,,,,
T3:471,T3,27,4,,,B,B,B,103.74,99.66,808.0977241,629.7187938,0.934841,934.841,130,130,310,22,,,,,,,,,B,,,,,,
T3:473,T3,27,4,,,B,B,B,103.38,99.92,808.0976534,629.7192322,0.93485,934.85,255,75,,,,,,,,,,,B,,,,,,
T3:474,T3,27,4,,,B,B,B,103.66,99.09,808.0972645,629.7184473,0.934835,934.835,96,96,276,6,,,,,,,,,B,,,,,,
T3:475,T3,27,4,,,B,B,B,104.92,99.4,808.0983747,629.7177756,0.934845,934.845,261,81,81,21,,,,,,,,,B,,,,,,
T3:476,T3,27,4,,,B,B,B,104.11,99.11,808.0975969,629.7181433,0.934847,934.847,,,275,50,,,,,,,,,B,,,,,,
T3:477,T3,27,4,,,B,B,B,104.18,99.94,808.0982333,629.7186807,0.93488,934.88,170,170,350,16,,,,,,,,,B,,,,,,
T3:479,T3,27,4,,,B,B,B,101.52,99.43,808.0959917,629.7202009,0.93482,934.82,122,122,,,,,,,,,,,B,,,,,,
T3:481,T3,27,4,,,B,B,B,104.7,98.5,808.0975827,629.7172948,0.934865,934.865,141,141,,,,,,,,,,,B,,,,,,
T3:482,T3,27,4,,,B,B,B,104.56,98.68,808.097611,629.717521,0.9349,934.9,,,250,34,,,,,,,,,B,,,,,,
T3:484,T3,27,4,,,B,B,B,104.73,98.79,808.097809,629.7174786,0.934867,934.867,104,104,201,14,,,,,,,,,B,,,,,,
T3:485,T3,27,4,,,B,B,B,103.02,98.83,808.0966281,629.718716,0.934895,934.895,144,144,,,,,,,,,,,B,,,,,,
T3:486,T3,27,4,,,B,B,B,103.34,98.06,808.0963099,629.7179453,0.934895,934.895,230,50,319,33,,,,,,,,,B,,,,,,
T3:487,T3,27,4,,,B,B,B,103.67,99.55,808.0975969,629.7187655,0.934845,934.845,,,,,,,,,,,,,B,,,,,,
T3:488,T3,27,4,,,B,B,B,103.59,98.05,808.0964796,629.7177614,0.93487,934.87,231,51,,,,,,,,,,,B,,,,,,
T3:489,T3,27,4,,,B,B,B,103.68,98.09,808.0965716,629.7177261,0.934885,934.885,160,160,,,,,,,,,,,B,,,,,,
T3:490,T3,27,4,,,B,B,B,103.67,98.22,808.0966564,629.7178251,0.934855,934.855,,,,,,,,,,,,,B,,,,,,
T3:491,T3,27,4,,,B,B,B,103.59,98.41,808.0967342,629.718016,0.934884,934.884,160,160,340,18,,,,,,,,,B,,,,,,
T3:492,T3,27,4,,,B,B,B,103.34,98.72,808.0967766,629.718412,0.934848,934.848,132,132,132,5,,,,,,,,,B,,,,,,
T3:493,T3,27,4,,,B,B,B,103.58,98.86,808.0970453,629.7183413,0.934878,934.878,255,75,255,51,,,,,,,,,B,,,,,,
T3:494,T3,27,4,,,B,B,B,102.12,98.2,808.0955463,629.7189069,0.934863,934.863,120,120,,,,,,,,,,,B,,,,,,
T3:495,T3,27,4,,,B,B,B,102.82,98.04,808.0959281,629.7182988,0.934865,934.865,246,66,,,,,,,,,,,B,,,,,,
T3:496,T3,27,4,,,B,B,B,102.83,98.12,808.0959917,629.7183483,0.93486,934.86,242,62,,,,,,,,,,,B,,,,,,
T3:497,T3,27,4,,,T,B,B,102.86,98.22,808.0960837,629.7183978,0.93486,934.86,251,71,71,55,,,,,,,,,B,,,,,,
T3:499,T3,27,4,,,B,B,B,101.15,98.26,808.0949028,629.7196353,0.934855,934.855,194,14,,,,,,,,,,,B,,,,,,
T3:500,T3,27,4,,,B,B,B,101.7,100,808.0965221,629.7204767,0.93489,934.89,165,165,165,15,,,,,,,,,B,,,,,,
T3:501,T3,27,4,,,T,B,B,101.87,98.73,808.0957443,629.7194585,0.934856,934.856,175,175,,,,,,,,,,,B,,,,,,
T3:502,T3,27,4,,,B,B,B,100.85,98.45,808.094825,629.7199817,0.934863,934.863,196,16,,,,,,,,,,,B,,,,,,
T3:503,T3,28,4,,,B,B,B,100.66,98.6,808.0947967,629.7202221,0.934812,934.812,147,147,,,,,,,,,,,B,,,,,,
T3:504,T3,28,4,,,T,B,B,100.55,98.5,808.0946483,629.7202292,0.934808,934.808,95,95,95,15,,,,,,,,,B,,,,,,
T3:505,T3,28,4,,,T,B,B,100.42,98.51,808.0945634,629.7203282,0.9348,934.8,262,82,262,10,,,,,,,,,B,,,,,,
T3:506,T3,28,4,,,B,B,B,100.54,98.25,808.0944644,629.7200595,0.934788,934.788,,,,,,,,,,,,,B,,,,,,
T3:507,T3,28,4,,,B,B,B,100.05,98.34,808.0941816,629.7204696,0.93481,934.81,248,68,68,41,,,,,,,,,B,,,,,,
T3:508,T3,28,4,,,B,B,B,100.02,98.27,808.0941109,629.7204413,0.934806,934.806,139,139,139,13,,,,,,,,,B,,,,,,
T3:509,T3,28,4,,,B,B,B,100.71,99.63,808.0955604,629.7209151,0.934807,934.807,210,30,,,,,,,,,,,B,,,,,,
T3:510,T3,28,4,,,B,B,B,100.96,99.45,808.0956099,629.720611,0.934806,934.806,,,,,,,,,,,,,B,,,,,,
T3:511,T3,28,4,,,B,B,B,100.79,99.21,808.09532,629.7205616,0.934838,934.838,175,175,,,,,,,,,,,B,,,,,,
T3:512,T3,28,4,,,T,B,B,100.65,99.02,808.0950867,629.7205262,0.934803,934.803,170,170,,,,,,,,,,,B,,,,,,
T3:513,T3,28,4,,,T,B,B,100.48,99.39,808.0952281,629.720908,0.934816,934.816,190,10,,,,,,,,,,,B,,,,,,
T3:514,T3,28,4,,,T,B,B,100.09,99.25,808.0948533,629.7210848,0.934823,934.823,150,150,150,6,,,,,,,,,B,,,,,,
T3:515,T3,28,4,,,T,B,B,100.16,99.66,808.0951927,629.7213252,0.934813,934.813,258,78,352,11,,,,,,,,,B,,,,,,
T3:517,T3,28,4,,,B,B,B,100.18,99.98,808.0954331,629.7215374,0.934798,934.798,146,146,345,13,,,,,,,,,B,,,,,,
T3:519,T3,28,4,,,B,B,B,101.97,99.88,808.0966281,629.7202009,0.934822,934.822,198,18,198,16,,,,,,,,,B,,,,,,
T3:520,T3,28,4,,,B,B,B,101.9,99.75,808.0964867,629.7201585,0.934806,934.806,192,192,,,,,,,,,,,B,,,,,,
T3:521,T3,28,4,,,B,B,B,101.52,99.09,808.0957513,629.7199605,0.9348,934.8,200,20,20,10,,,,,,,,,B,,,,,,
T3:527,T3,28,4,,,B,B,B,102.83,98.27,808.0960978,629.7184544,0.934813,934.813,215,35,215,15,,,,,,,,,B,,,,,,
T3:528,T3,28,5,,,B,B,B,102.96,98.94,808.0966635,629.7188362,0.934813,934.813,117,117,297,6,,,,,,,,,B,,,,,,
T3:530,T3,28,5,,,T,B,B,102.62,98.77,808.0963029,629.7189564,0.934808,934.808,140,140,140,33,,,,,,,,,B,,,,,,
T3:532,T3,28,4,,,B,B,B,102.27,99.9,808.0968544,629.7200029,0.934843,934.843,247,67,67,12,,,,,,,,,B,,,,,,
T3:533,T3,28,4,,,B,B,B,102.18,99.71,808.0966564,629.7199322,0.934791,934.791,148,148,148,7,,,,,,,,,B,,,,,,
T3:534,T3,28,4,,,T,B,B,102.2,99.64,808.0966211,629.7198686,0.934766,934.766,105,105,105,12,,,,,,,,,B,,,,,,
T3:535,T3,28,4,,,B,B,B,102.96,99.24,808.0968756,629.7190484,0.934768,934.768,266,86,266,19,,,,,,,,,B,,,,,,
T3:536,T3,28,4,,,B,B,B,102.82,99.97,808.0972928,629.7196635,0.934803,934.803,230,50,230,27,,,,,,,,,B,,,,,,
T3:537,T3,28,4,,,B,B,B,102.88,99.54,808.0970312,629.7193171,0.934798,934.798,172,172,,,,,,,,,,,B,,,,,,
T3:539,T3,28,4,,,T,B,B,102.9,99.42,808.0969605,629.7192181,0.934789,934.789,255,75,255,20,,,,,,,,,B,,,,,,
T3:540,T3,28,5,,,B,B,B,103.66,98.94,808.0971585,629.7183413,0.934829,934.829,230,50,230,21,,,,,,,,,B,,,,,,
T3:541,T3,28,5,,,B,B,B,103.78,98.8,808.0971443,629.7181574,0.934803,934.803,138,138,,,,,,,,,,,B,,,,,,
T3:542,T3,28,5,,,B,B,B,103.72,98.5,808.0968898,629.7179877,0.934823,934.823,260,80,260,6,,,,,,,,,B,,,,,,
T3:544,T3,28,4,,,B,B,B,102.15,98.05,808.0954614,629.7187797,0.934834,934.834,92,92,,,,,,,,,,,B,,,,,,
T3:545,T3,28,4,,,B,B,B,103.48,99.26,808.0972575,629.7186948,0.934811,934.811,245,65,245,20,,,,,,,,,B,,,,,,
T3:546,T3,28,4,,,B,B,B,103.45,99.15,808.0971585,629.7186382,0.934818,934.818,195,15,195,13,,,,,,,,,B,,,,,,
T3:547,T3,28,4,,,B,B,B,103.43,99.13,808.0971302,629.7186382,0.934808,934.808,115,115,295,31,,,,,,,,,B,,,,,,
T3:548,T3,28,4,,,B,B,B,103.2,99.29,808.0970807,629.718914,0.934805,934.805,229,49,,,,,,,,,,,B,,,,,,
T3:549,T3,28,5,,,B,B,B,104.93,98.05,808.0974272,629.7168139,0.934833,934.833,115,115,210,41,,,,,,,,,B,,,,,,
T3:550,T3,28,4,,,B,B,B,104.14,99.15,808.0976464,629.7181503,0.934808,934.808,228,48,,,,,,,,,,,B,,,,,,
T3:551,T3,28,4,,,B,B,B,104.3,99.45,808.0979716,629.7182493,0.934834,934.834,195,15,15,12,,,,,,,,,B,,,,,,
T3:554,T3,29,4,,,T,B,B,103.58,99.31,808.0973635,629.7186595,0.934774,934.774,146,146,146,14,,,,,,,,,B,,,,,,
T3:555,T3,29,4,,,B,B,B,103.8,99.98,808.0979928,629.7189776,0.934747,934.747,,,,,,,,,,,,,B,,,,,,
T3:556,T3,29,4,,,B,B,B,103.9,99.45,808.0976888,629.7185322,0.934779,934.779,142,142,142,2,,,,,,,,,B,,,,,,
T3:557,T3,29,4,,,B,B,B,103.58,99.96,808.0978231,629.7191191,0.934766,934.766,160,160,,,,,,,,,,,B,,,,,,
T3:558,T3,29,5,,,B,B,B,103.22,98.78,808.0967342,629.7185392,0.934769,934.769,100,100,280,13,,,,,,,,,B,,,,,,
T3:560,T3,29,4,,,B,B,B,102.94,99.52,808.0970595,629.7192605,0.934744,934.744,100,100,100,3,,,,,,,,,B,,,,,,
T3:563,T3,29,4,,,B,B,B,101,99.02,808.0953341,629.7202787,0.934732,934.732,100,100,100,12,,,,,,,,,B,,,,,,
T3:565,T3,29,4,,,B,B,B,101.95,99,808.0959917,629.7195928,0.934733,934.733,230,50,,,,,,,,,,,B,,,,,,
T3:566,T3,29,4,,,T,B,B,100.28,99.08,808.0948675,629.7208303,0.934738,934.738,138,138,,,,,,,,,,,B,,,,,,
T3:567,T3,29,4,,,B,B,B,100.29,99.09,808.0948816,629.7208303,0.934745,934.745,148,148,,,,,,,,,,,B,,,,,,
T3:568,T3,29,4,,,B,B,B,100.72,99.33,808.0953554,629.7206959,0.934744,934.744,268,88,,,,,,,,,,,B,,,,,,
T3:569,T3,29,4,,,B,B,B,100.92,99.02,808.0952776,629.7203353,0.934739,934.739,,,,,,,,,,,,,B,,,,,,
T3:570,T3,29,4,,,B,B,B,100.81,99.84,808.0957796,629.7209929,0.934756,934.756,190,10,,,,,,,,,,,B,,,,,,
T3:572,T3,29,4,,,B,B,B,100.03,99.7,808.0951291,629.7214454,0.934769,934.769,145,145,325,4,,,,,,,,,B,,,,,,
T3:573,T3,29,4,,,B,B,B,100.9,98.63,808.0949877,629.7200737,0.934739,934.739,,,,,,,,,,,,,B,,,,,,
T3:574,T3,29,4,,,B,B,B,100.94,98.71,808.0950725,629.7201019,0.93475,934.75,104,104,284,18,,,,,,,,,B,,,,,,
T3:575,T3,29,4,,,B,B,B,100.04,98.74,808.0944573,629.7207595,0.934726,934.726,170,170,20,27,,,,,,,,,B,,,,,,
T3:576,T3,29,4,,,T,B,B,101.75,98.46,808.0954685,629.7193524,0.934732,934.732,135,135,,,,,,,,,,,B,,,,,,
T3:579,T3,30,4,,,B,B,B,100.93,99.95,808.0959422,629.7209858,0.934685,934.685,116,116,116,10,,,,,,,,,B,,,,,,
T3:580,T3,30,4,,,B,B,B,100.05,99.72,808.0951574,629.7214454,0.93474,934.74,101,101,101,10,,,,,,,,,B,,,,,,
T3:584,T3,30,5,,,T,B,B,100.27,99.49,808.0951503,629.7211272,0.9347,934.7,245,65,,,,,,,,,,,B,,,,,,
T3:586,T3,30,5,,,B,B,B,101.96,98.02,808.0953059,629.7188928,0.934695,934.695,126,126,,,,,,,,,,,B,,,,,,
T3:587,T3,30,5,,,B,B,B,101.43,99.14,808.095723,629.7200595,0.934734,934.734,245,65,,,,,,,,,,,B,,,,,,
T3:588,T3,30,5,,,T,B,B,101.08,99.23,808.0955392,629.7203706,0.934709,934.709,138,138,,,,,,,,,,,B,,,,,,
T3:589,T3,30,5,,,B,B,B,102.9,99.6,808.0970878,629.7193453,0.934717,934.717,190,10,10,22,,,,,,,,,B,,,,,,
T3:591,T3,30,5,,,B,B,B,102.03,99.85,808.0966493,629.7201373,0.93473,934.73,240,60,,,,,,,,,,,B,,,,,,
T3:592,T3,30,5,,,B,B,B,101.85,98.52,808.0955816,629.7193241,0.934673,934.673,105,105,,,,,,,,,,,B,,,,,,
T3:593,T3,30,5,,,T,B,B,101.98,98.69,808.0957938,629.7193524,0.93468,934.68,245,65,245,31,,,,,,,,,B,,,,,,
T3:594,T3,30,5,,,T,B,B,101.93,98.82,808.0958503,629.7194797,0.934673,934.673,199,19,,,,,,,,,,,B,,,,,,
T3:597,T3,31,5,,,B,B,B,102.27,99.5,808.0965716,629.7197201,0.934659,934.659,265,85,,,,,,,,,,,B,,,,,,
T3:598,T3,32,5,,,B,B,B,102.95,98.38,808.0962604,629.7184473,0.934638,934.638,230,50,,,,,,,,,,,B,,,,,,
T3:599,T3,32,5,,,T,B,B,102.98,98.67,808.0964867,629.7186312,0.934645,934.645,130,130,130,2,,,,,,,,,B,,,,,,
T3:600,T3,33,5,,,B,B,B,100.2,99.22,808.0949099,629.7209858,0.934536,934.536,220,40,,,,,,,,,,,B,,,,,,
T3:601,T3,33,5,,,B,B,B,100.13,99.49,808.0950513,629.7212262,0.93452,934.52,110,110,290,5,,,,,,,,,B,,,,,,
T3:603,T3,33,5,,,T,B,B,102.93,98.57,808.0963807,629.7185958,0.934554,934.554,165,165,345,45,,,,,,,,,B,,,,,,
T3:604,T3,33,5,,,T,B,B,102.73,98.69,808.0963241,629.7188221,0.934549,934.549,260,80,260,37,,,,,,,,,B,,,,,,
T3:616,T3,24,,,,T,B,B,103.26,98.6,808.0966352,629.7183837,0.934551,934.551,,,,,,,,,,,,,B,,,,,,
T3:622,T3,24,,,,T,B,B,103.5,99.5,808.0974413,629.7188504,0.934595,934.595,,,,,,,,,,,,,B,,,,,,
T3:623,T3,32,,,,T,B,B,100.5,99.5,808.09532,629.7209717,0.934655,934.655,,,,,,,,,,,,,B,,,,,,
T3:624,T3,28,,,,B,B,B,103.5,99.5,808.0974413,629.7188504,0.934495,934.495,,,,,,,,,,,,,B,,,,,,
TOK1,TOK,2,,,,S,S,S,102.96,103.37,808.1233136,629.7106157,0.938958,938.958,338,158,,0,49,49,33,30,39,1.484848485,m,m,DP,Chunk,Chert,C,1,R0,0
TOK2,TOK,2,,,,S,S,S,100.64,102.4,808.120913,629.711364,0.9389,938.9,130,130,130,10,33,33,17,5,2,1.941176471,m,s,DP,BPF,Chert,C,0,R0,0
TOK3,TOK,2,,,,S,S,S,100.46,101.47,808.1201773,629.7107673,0.938898,938.898,65,65,155,90,72,72,49,16,42,1.469387755,l,m,DP,BP,Brecciated chert,BC,0,R0,0
TOK4,TOK,2,,,,S,S,S,100.49,100.84,808.1197953,629.7102655,0.938915,938.915,56,56,,0,57,57,49,35,88,1.163265306,l,l,DP,Chunk,Brecciated chert,BC,0,R0,0
TOK5,TOK,2,,,,S,S,S,100.08,100.94,808.1195455,629.7106056,0.9389,938.9,82,82,,0,43,43,33,9,10,1.303030303,m,m,DP,BP,Chert,C,0,R0,0
TOK6,TOK,2,,,,S,S,S,101.18,100.5,808.1201053,629.7095615,0.938885,938.885,102,102,100,23,38,38,31,14,18,1.225806452,m,m,DP,BP,Dolomite,SD,0,R0,0
TOK7,TOK,2,,,,S,S,S,101.12,101.64,808.1207921,629.7104733,0.938905,938.905,20,20,10,4,38,33,38,9,12,1.151515152,m,m,DP,BP,Brecciated chert,BC,0,R0,0
TOK8,TOK,3,,,,S,S,S,103.35,104.88,808.124583,629.7115217,0.938802,938.802,75,75,0,0,39,36,39,19,16,1.083333333,m,m,DP,BP,Brecciated chert,BC,0,R0,0
TOK9,TOK,3,,,,S,S,S,102.95,103.86,808.1236209,629.7109975,0.938773,938.773,55,55,55,16,35,35,26,15,18,1.346153846,m,m,DP,BP,Brecciated chert,BC,0,R0,0
TOK10,TOK,3,,,,S,S,U,103.02,102.57,808.1228453,629.7099644,0.938782,938.782,132,132,40,64,36,36,28,20,21,1.285714286,m,m,UN,UN,Andesite,O,,,
TOK11,TOK,3,,,,S,S,S,102.56,101.92,808.1220751,629.7097622,0.93875,938.75,140,140,,0,30,30,25,15,11,1.2,m,m,DP,BP,Brecciated chert,BC,0,R0,0
TOK12,TOK,3,,,,S,S,S,102.98,101.9,808.122384,629.7094769,0.938776,938.776,0,0.5,,0,33,19,33,13,10,1.736842105,m,m,DP,BP,Brecciated chert,BC,0,R0,0
TOK13,TOK,3,,,,B,B,B,102.07,101.17,808.1212177,629.7095026,0.93876,938.76,80,80,,0,,,,,,,,,B,,,,,,
TOK14,TOK,3,,,,S,S,S,102.17,100.98,808.1211722,629.7092928,0.938742,938.742,0,0.5,80,18,23,23,12,4,1,1.916666667,m,s,DP,BP,Chert,C,0,R0,0
TOK15,TOK,3,,,,S,S,S,100.47,101.74,808.1203585,629.7109677,0.938644,938.644,335,155,155,16,25,25,16,8,3,1.5625,m,s,DP,BPF,Chert,C,0,R0,0
TOK16,TOK,3,,,,S,S,S,100.04,102.37,808.1204341,629.7117267,0.93864,938.64,100,100,100,19,68,68,46,34,109,1.47826087,l,l,DP,Chunk,Chert,C,2,R0,0
TOK17,TOK,3,,,,B,B,B,100.49,103.7,808.1216337,629.7124562,0.938754,938.754,57,57,,0,,,,,,,,,B,,,,,,
TOK18,TOK,3,,,,B,B,B,101.05,103.74,808.1220884,629.7121269,0.938743,938.743,66,66,115,39,,,,,,,,,B,,,,,,
TOK19,TOK,3,,,,S,S,U,101.88,102.17,808.121715,629.7103908,0.938757,938.757,136,136,,0,23,23,16,12,6,1.4375,m,m,UN,UN,Chert,C,,,
TOK20,TOK,3,,,,B,B,B,101.62,101.98,808.1213937,629.7104123,0.938758,938.758,345,165,340,50,,,,,,,,,B,,,,,,
TOK21,TOK,3,,,,B,B,B,101.86,104.05,808.1229081,629.7118437,0.938664,938.664,120,120,300,6,,,,,,,,,B,,,,,,
TOK22,TOK,3,,,,B,B,B,101.3,104.15,808.1225434,629.7122803,0.938775,938.775,,,,,,,,,,,,,B,,,,,,
TOK23,TOK,4,,,,B,B,B,103.8,104.14,808.124452,629.7106656,0.938772,938.772,136,136,,0,,,,,,,,,B,,,,,,
TOK24,TOK,4,,,,B,B,B,104.13,103.99,808.1246084,629.7103386,0.93874,938.74,355,175,,0,,,,,,,,,B,,,,,,
TOK25,TOK,4,,,,B,B,B,103.87,103.27,808.1239464,629.7099542,0.938752,938.752,132,132,,0,,,,,,,,,B,,,,,,
TOK26,TOK,4,,,,B,B,B,104.99,103.24,808.124785,629.7092113,0.938751,938.751,55,55,,0,,,,,,,,,B,,,,,,
TOK27,TOK,4,,,,B,B,B,104.4,102.66,808.1239602,629.7091462,0.938753,938.753,10,10,195,5,,,,,,,,,B,,,,,,
TOK28,TOK,4,,,,S,S,S,103.65,102.24,808.1231158,629.7093066,0.938722,938.722,340,160,169,35,51,51,21,14,15,2.428571429,l,m,DP,Chunk,Chert,C,0,R0,0
TOK29,TOK,4,,,,B,B,B,102.7,102.21,808.1223688,629.7098943,0.938714,938.714,113,113,,0,,,,,,,,,B,,,,,,
TOK30,TOK,4,,,,B,B,B,103.23,102.89,808.1232119,629.7100745,0.93873,938.73,100,100,,0,,,,,,,,,B,,,,,,
TOK31,TOK,4,,,,B,B,B,102.84,102.49,808.122656,629.7100188,0.938751,938.751,95,15,,0,,,,,,,,,B,,,,,,
TOK32,TOK,4,,,,S,S,S,102.8,102.31,808.1225097,629.7099066,0.938752,938.752,110,110,105,2,25,25,20,15,6,1.25,m,m,DP,Chunk,Silicious dolomite,SD,2,R2,2
TOK33,TOK,4,,,,B,B,B,102.58,102.05,808.122174,629.7098489,0.93874,938.74,130,130,135,10,,,,,,,,,B,,,,,,
TOK34,TOK,4,,,,S,S,S,103.2,102.03,808.1226361,629.709435,0.938726,938.726,140,140,107,26,32,32,25,13,9,1.28,m,m,DP,BPF,Chert,C,1,R0,0
TOK35,TOK,4,,,,S,S,S,103.23,103.47,808.1235847,629.7105188,0.93874,938.74,100,100,,0,61,61,46,20,42,1.326086957,l,m,DP,Chunk,Quartzite,O,2,R0,0
TOK36,TOK,4,,,,B,B,B,103.02,101.24,808.1219904,629.7089456,0.938745,938.745,0,0.5,,0,,,,,,,,,B,,,,,,
TOK37,TOK,4,,,,B,B,B,102.08,101.86,808.1216689,629.7100247,0.938734,938.734,345,165,,0,,,,,,,,,B,,,,,,
TOK38,TOK,4,,,,B,B,B,102.99,101.01,808.1218196,629.7087887,0.938712,938.712,40,40,,0,,,,,,,,,B,,,,,,
TOK39,TOK,4,,,,B,B,B,102.87,101.06,808.1217598,629.7089041,0.93869,938.69,110,110,,0,,,,,,,,,B,,,,,,
TOK40,TOK,4,,,,B,B,B,102.17,101.58,808.1215578,629.7097524,0.938717,938.717,345,165,,0,,,,,,,,,B,,,,,,
TOK41,TOK,4,,,,S,S,U,101.76,104.5,808.1231208,629.7122527,0.93871,938.71,35,35,,0,26,26,22,15,12,1.181818182,m,m,UN,UN,Dolomite,SD,,,
TOK42,TOK,4,,,,B,B,B,102.25,104.8,808.1236889,629.7121675,0.938709,938.709,37,37,,0,,,,,,,,,B,,,,,,
TOK43,TOK,4,,,,B,B,B,100.08,103.76,808.1213582,629.7127657,0.938712,938.712,90,90,,0,,,,,,,,,B,,,,,,
TOK44,TOK,4,,,,B,B,B,100.58,103.96,808.1218698,629.7125975,0.938726,938.726,65,65,,0,,,,,,,,,B,,,,,,
TOK45,TOK,4,,,,S,S,S,100.98,103.3,808.1217519,629.7118349,0.938724,938.724,355,175,,0,24,24,14,5,2,1.714285714,m,s,DP,BPF,Chert,C,0,R0,0
TOK46,TOK,4,,,,S,S,S,100.81,103.55,808.1217824,629.7121356,0.938742,938.742,15,15,35,23,,,,,,,,,,,,,,,
